Status,OID,Name,Agency Representative,Abbreviation,Aliases,Operating Location,Expected Launch Date,Expected Mission End Date,Transmitting Frequency Bands,Special Request,Simulator,Family,Protocols,Other Protocols,Description,More Info,Requestor Contact,Requestor Organization,Notes,References,Created By,Creation date,Updated By,Update date
Assigned,1.3.112.4.7.1333,FLuorescence EXplorer,Dr Harald Ernst  [European Space Agency],FLEX,[],Near Earth,2023-12-30,,,,False,CCSDS Standard,[],[],,https://earth.esa.int/web/guest/missions/esa-future-missions/flex,1.3.112.4.2.39,1.3.112.4.1.12,,[],1.3.112.4.2.39,2019-05-21 15:34:35.951418+00:00,,2021-05-14 17:58:27.670669+00:00
Assigned,1.3.112.4.7.1334,SMILE Satellite,Mr. Rusheng Zhang  [China National Space Administration],SMILE-Satellite,[],Near Earth,2023-11,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.9,1.3.112.4.1.9,,[],1.3.112.4.2.9,2019-06-26 08:59:21.842514+00:00,,2021-05-14 17:58:27.684933+00:00
Assigned,1.3.112.4.7.1335,DSN-3,Mr. Tsutomu Shigeta  [Japan Aerospace Exploration Agency],DSN-3,[],Near Earth,2022-12,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.16,1.3.112.4.1.14,,[],1.3.112.4.2.16,2019-07-01 02:10:58.233264+00:00,,2021-05-14 17:58:27.698933+00:00
Assigned,1.3.112.4.7.1336,PSLV C48 PS4,Mr Umang M Parikh  [Indian Space Research Organization],PSLV-C48-PS4,['C48'],Near Earth,2019-10-09,,,,False,CCSDS Standard,[],[],C48 is the orbital platform experiment for spent stage of PSLV rocket. CDMA / spread spectrum based TLM and TC links operating in S-band.,,1.3.112.4.2.45,1.3.112.4.1.41,Short Duration Mission (4 months).,[],1.3.112.4.2.45,2019-07-01 12:36:43.828688+00:00,,2021-05-14 17:58:27.712998+00:00
Assigned,1.3.112.4.7.1337,RISAT-2BR1,Mr Umang M Parikh  [Indian Space Research Organization],R2BR1,[],Near Earth,2019-10-19,,,,False,CCSDS Standard,[],[],Low earth orbit. inclined one.,,1.3.112.4.2.45,1.3.112.4.1.41,,[],1.3.112.4.2.45,2019-07-03 03:55:16.954771+00:00,,2021-05-14 17:58:27.726249+00:00
Assigned,1.3.112.4.7.1338,RISAT-2BR2,Mr Umang M Parikh  [Indian Space Research Organization],R2BR2,[],Near Earth,2019-12-05,,,,False,CCSDS Standard,[],[],Low Earth Orbit. Inclined one.,,1.3.112.4.2.45,1.3.112.4.1.41,,[],1.3.112.4.2.45,2019-07-03 03:59:59.433571+00:00,,2021-05-14 17:58:27.739943+00:00
Assigned,1.3.112.4.7.1339,IDEASSat,Mr. Vincent Huang  [National Space Organization],IDEAS,[],Near Earth,2020-12-01,,,Use same SCID for TC/TLM: 0x169 preferable,False,CCSDS Standard,[],[],,,1.3.112.4.2.352,1.3.112.4.1.46,,[],1.3.112.4.2.352,2019-07-04 03:43:40.014461+00:00,,2021-05-14 17:58:27.754765+00:00
Assigned,1.3.112.4.7.1340,WSF-M SV1,Mr. Scott Galbraith  [National Aeronautics and Space Administration],WSF-M-1,[],Near Earth,2023-08-21,,,,False,CCSDS Standard,[],[],Weather System Follow-on - Microwave,,1.3.112.4.2.360,1.3.112.4.1.287,,[],1.3.112.4.2.360,2019-08-07 13:54:09.103382+00:00,1.3.112.4.2.50,2021-05-14 17:58:27.768594+00:00
Assigned,1.3.112.4.7.1341,Quasi-Zenith Satellite 5,Mr. Tsutomu Shigeta  [Japan Aerospace Exploration Agency],QZS5,[],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.16,1.3.112.4.1.14,,[],1.3.112.4.2.16,2019-08-08 05:40:24.982977+00:00,,2021-05-14 17:58:27.783534+00:00
Assigned,1.3.112.4.7.1342,Quasi-Zenith Satellite 6,Mr. Tsutomu Shigeta  [Japan Aerospace Exploration Agency],QZS6,[],Near Earth,2023,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.16,1.3.112.4.1.14,,[],1.3.112.4.2.16,2019-08-08 05:47:04.889180+00:00,,2021-05-14 17:58:27.799310+00:00
Assigned,1.3.112.4.7.1343,Quasi-Zenith Satellite 7,Mr. Tsutomu Shigeta  [Japan Aerospace Exploration Agency],QZS7,[],Near Earth,2024,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.16,1.3.112.4.1.14,,[],1.3.112.4.2.16,2019-08-08 05:52:26.362702+00:00,,2021-05-14 17:58:27.814363+00:00
Assigned,1.3.112.4.7.1344,XSAT-3,Mr. Tsutomu Shigeta  [Japan Aerospace Exploration Agency],XSAT-3,[],Near Earth,2022-12,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.16,1.3.112.4.1.14,,[],1.3.112.4.2.16,2019-09-04 01:03:33.747080+00:00,,2021-05-14 17:58:27.829707+00:00
Assigned,1.3.112.4.7.1345,GRG-01,Dr. Osvaldo Peinado  [Deutsche Zentrum für Luft- und Raumfahrt],GR1,[],Near Earth,2022-09-15,,,,False,CCSDS Standard,[],[],this satellite will be fly combined with the GRG-02,,1.3.112.4.2.13,1.3.112.4.1.11,,[],1.3.112.4.2.13,2019-09-04 12:53:50.232168+00:00,,2021-05-14 17:58:27.843997+00:00
Assigned,1.3.112.4.7.1346,GRG-02,Dr. Osvaldo Peinado  [Deutsche Zentrum für Luft- und Raumfahrt],GR2,[],Near Earth,2023-03-15,,,,False,CCSDS Standard,[],[],this satellite will operates toghether with GRG-01,,1.3.112.4.2.13,1.3.112.4.1.11,,[],1.3.112.4.2.13,2019-09-04 12:57:02.810200+00:00,,2021-05-14 17:58:27.858177+00:00
Assigned,1.3.112.4.7.1347,Lucy,Mr. Scott Galbraith  [National Aeronautics and Space Administration],Lucy,[],Deep Space,2021-10-21,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.125,1.3.112.4.1.80,,[],1.3.112.4.2.125,2019-09-19 19:44:15.994928+00:00,1.3.112.4.2.50,2021-05-14 17:58:27.877804+00:00
Assigned,1.3.112.4.7.1350,CASEarth,Mr. Yonghui Huang  [China National Space Administration],CASEarth,[],Near Earth,2021-01-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.357,1.3.112.4.1.9,,[],1.3.112.4.2.357,2019-11-04 02:15:58.168556+00:00,,2021-05-14 17:58:27.923210+00:00
Assigned,1.3.112.4.7.1352,KONNECT VHTS,Dr Harald Ernst  [European Space Agency],KONNECT-VHTS,['KVHTS'],Near Earth,2021,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.363,1.3.112.4.1.38,,[],1.3.112.4.2.363,2019-11-07 16:47:45.804136+00:00,1.3.112.4.2.39,2021-05-14 17:58:27.939367+00:00
Assigned,1.3.112.4.7.1354,XPOSAT,Mr Umang M Parikh  [Indian Space Research Organization],XPSAT,[],Near Earth,2020-07-02,,,,False,CCSDS Standard,[],[],LEO - low inclination orbit for Astronomical studies,,1.3.112.4.2.45,1.3.112.4.1.41,,[],1.3.112.4.2.45,2019-12-06 08:05:11.866571+00:00,,2021-05-14 17:58:27.965687+00:00
Assigned,1.3.112.4.7.1355,HTV-X04,Mr. Tsutomu Shigeta  [Japan Aerospace Exploration Agency],HTV-X04,[],Near Earth,2024,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.16,1.3.112.4.1.14,,[],1.3.112.4.2.16,2019-12-11 07:26:36.390430+00:00,,2021-05-14 17:58:27.979267+00:00
Assigned,1.3.112.4.7.1356,ASO-S,Mr. Yonghui Huang  [China National Space Administration],ASO-S,['KX-07'],Near Earth,2021-01-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.357,1.3.112.4.1.9,,[],1.3.112.4.2.357,2019-12-17 01:23:08.961593+00:00,,2021-05-14 17:58:27.993255+00:00
Assigned,1.3.112.4.7.1357,FORMOSAT-8A,Mr. Vincent Huang  [National Space Organization],FS8A,[],Near Earth,2022-10-31,,,Prefer SCID: 0x081,False,CCSDS Standard,[],[],,,1.3.112.4.2.352,1.3.112.4.1.46,,[],1.3.112.4.2.352,2019-12-27 06:51:48.093966+00:00,,2021-05-14 17:58:28.008925+00:00
Assigned,1.3.112.4.7.1358,FORMOSAT-8B,Mr. Vincent Huang  [National Space Organization],FS8B,[],Near Earth,2023-10-31,,,Prefer SCID: 0x082,False,CCSDS Standard,[],[],,,1.3.112.4.2.352,1.3.112.4.1.46,,[],1.3.112.4.2.352,2019-12-27 06:55:51.711441+00:00,,2021-05-14 17:58:28.022026+00:00
Assigned,1.3.112.4.7.1359,FORMOSAT-8C,Mr. Vincent Huang  [National Space Organization],FS8C,[],Near Earth,2024-10-31,,,Prefer SCID: 0x083,False,CCSDS Standard,[],[],,,1.3.112.4.2.352,1.3.112.4.1.46,,[],1.3.112.4.2.352,2019-12-27 06:58:36.933269+00:00,,2021-05-14 17:58:28.037184+00:00
Assigned,1.3.112.4.7.1360,FORMOSAT-8D,Mr. Vincent Huang  [National Space Organization],FS8D,[],Near Earth,2025-10-31,,,Prefer SCID: 0x087,False,CCSDS Standard,[],[],,,1.3.112.4.2.352,1.3.112.4.1.46,,[],1.3.112.4.2.352,2019-12-27 07:00:34.049166+00:00,,2021-05-14 17:58:28.052234+00:00
Assigned,1.3.112.4.7.1361,FORMOSAT-8E,Mr. Vincent Huang  [National Space Organization],FS8E,[],Near Earth,2026-10-31,,,Prefer SCID: 0x088,False,CCSDS Standard,[],[],,,1.3.112.4.2.352,1.3.112.4.1.46,,[],1.3.112.4.2.352,2019-12-27 07:02:28.837537+00:00,,2021-05-14 17:58:28.065897+00:00
Assigned,1.3.112.4.7.1349,ASBM-2,Mrs. Lisa Cacciatore  [National Aeronautics and Space Administration],ASBM-2,[],Near Earth,2023-02-26,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.125,1.3.112.4.1.80,,[],1.3.112.4.2.125,2019-10-28 15:39:06.535398+00:00,1.3.112.4.2.3,2021-07-19 20:24:54.924398+00:00
Assigned,1.3.112.4.7.1362,FORMOSAT-8F,Mr. Vincent Huang  [National Space Organization],FS8F,[],Near Earth,2027-10-31,,,Prefer SCID: 0x089,False,CCSDS Standard,[],[],,,1.3.112.4.2.352,1.3.112.4.1.46,,[],1.3.112.4.2.352,2019-12-27 07:04:01.632512+00:00,,2021-05-14 17:58:28.079862+00:00
Assigned,1.3.112.4.7.1363,GMS-1,Mr. Lennart Jonasson  [Swedish Space Corporation],GMS-1,[],Near Earth,2020-12-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.58,1.3.112.4.1.50,,[],1.3.112.4.2.58,2020-01-22 07:57:32.976734+00:00,,2021-05-14 17:58:28.094776+00:00
Assigned,1.3.112.4.7.1364,GMS-2,Mr. Lennart Jonasson  [Swedish Space Corporation],GMS-2,[],Near Earth,2020-12-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.58,1.3.112.4.1.50,,[],1.3.112.4.2.58,2020-01-22 08:00:29.548311+00:00,,2021-05-14 17:58:28.109594+00:00
Assigned,1.3.112.4.7.1365,Dream Chaser,Mr. Scott Galbraith  [National Aeronautics and Space Administration],Dream-Chaser,[],Near Earth,2021-11-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.125,1.3.112.4.1.80,,[],1.3.112.4.2.125,2020-01-22 20:27:13.905217+00:00,1.3.112.4.2.3,2021-05-14 17:58:28.126297+00:00
Assigned,1.3.112.4.7.1366,SPADEX-CHASER,Mr Umang M Parikh  [Indian Space Research Organization],SPX-CH,[],Near Earth,2020-07-23,,,,False,CCSDS Standard,[],[],Space Docking Experiment - Chaser Spacecraft,,1.3.112.4.2.45,1.3.112.4.1.41,,[],1.3.112.4.2.45,2020-01-24 03:56:21.331014+00:00,,2021-05-14 17:58:28.142455+00:00
Assigned,1.3.112.4.7.1367,SPADEX-Target,Mr Umang M Parikh  [Indian Space Research Organization],SPX-TR,[],Near Earth,2020-07-23,,,,False,CCSDS Standard,[],[],Space Docking Experiment - Target spacecraft,,1.3.112.4.2.45,1.3.112.4.1.41,,[],1.3.112.4.2.45,2020-01-24 04:02:45.824059+00:00,,2021-05-14 17:58:28.156676+00:00
Assigned,1.3.112.4.7.1368,NESS,Mr. Jean-Marc Soula  [Centre National d'Etudes Spatiales],NESS,['NESS'],Near Earth,2021-07-01,,,,False,CCSDS Standard,[],[],,http://www.cnes.fr,1.3.112.4.2.11,1.3.112.4.1.8,,[],1.3.112.4.2.11,2020-02-07 10:43:21.346678+00:00,,2021-05-14 17:58:28.171194+00:00
Assigned,1.3.112.4.7.1369,NESS-X,Mr. Jean-Marc Soula  [Centre National d'Etudes Spatiales],NESS-X,['NESS-X'],Near Earth,2021-07-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.11,1.3.112.4.1.8,Same satellite as NESS (S-Band),[],1.3.112.4.2.11,2020-02-07 10:45:43.862380+00:00,,2021-05-14 17:58:28.184808+00:00
Assigned,1.3.112.4.7.1370,Ovzon 3,Mr. Scott Galbraith  [National Aeronautics and Space Administration],Ovzon-3,[],Near Earth,2023-06-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.125,1.3.112.4.1.80,,[],1.3.112.4.2.125,2020-02-17 20:24:28.597156+00:00,1.3.112.4.2.50,2021-05-14 17:58:28.198045+00:00
Assigned,1.3.112.4.7.1371,Spainsat NG 29°E,Mr. Jean-Marc Soula  [Centre National d'Etudes Spatiales],Spainsat-NG-29E,[],Near Earth,2023-10-01,,,Same single SCId for all links.,False,CCSDS Standard,[],[],"GEO télécommunications satellite.
Expected lifetime = 16 years.",,1.3.112.4.2.11,1.3.112.4.1.8,"GEO satellite with an two TC channels and two TM channels, but requiring only one GSCId for all links.",[],1.3.112.4.2.11,2020-02-25 15:11:01.688315+00:00,1.3.112.4.2.3,2021-05-14 17:58:28.212799+00:00
Assigned,1.3.112.4.7.1372,Spainsat NG 30°W,Mr. Jean-Marc Soula  [Centre National d'Etudes Spatiales],Spainsat-NG-30W,[],Near Earth,2023-10-01,,,Same single SCId for all links.,False,CCSDS Standard,[],[],GEO télécommunications satellite. Expected lifetime = 16 years.,,1.3.112.4.2.11,1.3.112.4.1.8,,[],1.3.112.4.2.11,2020-02-25 15:16:44.924758+00:00,,2021-05-14 17:58:28.227498+00:00
Assigned,1.3.112.4.7.1373,IDRSS-1,Mr Umang M Parikh  [Indian Space Research Organization],IDRS1,[],Near Earth,2020-11-02,,,,False,CCSDS Standard,[],[],Indian Data Relay Satellite in Geostationary orbit.,,1.3.112.4.2.45,1.3.112.4.1.41,,[],1.3.112.4.2.45,2020-02-29 07:49:47.706899+00:00,,2021-05-14 17:58:28.241279+00:00
Returned,1.3.112.4.7.1374,ASO-S,Mr. Yonghui Huang  [China National Space Administration],ASO-S0,['KX-07'],Near Earth,2021-01-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.357,1.3.112.4.1.9,Duplicate of ASO,[],1.3.112.4.2.357,2020-03-02 03:04:02.025037+00:00,1.3.112.4.2.372,2021-05-14 17:58:28.255477+00:00
Assigned,1.3.112.4.7.1375,EUTELSAT 10B,Dr Harald Ernst  [European Space Agency],E10B,['E10B'],Near Earth,2022,,,,False,CCSDS Standard,[],[],Geostationary spacecraft,,1.3.112.4.2.363,1.3.112.4.1.38,,[],1.3.112.4.2.363,2020-03-02 17:29:07.329671+00:00,1.3.112.4.2.39,2021-05-14 17:58:28.271972+00:00
Assigned,1.3.112.4.7.1376,Lunar Node - 1,Mr. Scott Galbraith  [National Aeronautics and Space Administration],Lunar-Node-1,[],Near Earth,2021-07-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.125,1.3.112.4.1.80,,[],1.3.112.4.2.125,2020-03-03 16:57:04.785014+00:00,1.3.112.4.2.50,2021-05-14 17:58:28.287783+00:00
Assigned,1.3.112.4.7.1377,Einstein Probe,Mr. Yonghui Huang  [China National Space Administration],EP,['KX-08'],Near Earth,2022-01-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.357,1.3.112.4.1.9,,[],1.3.112.4.2.357,2020-03-11 03:28:17.683114+00:00,,2021-05-14 17:58:28.311367+00:00
Returned,1.3.112.4.7.1378,Einstein Probe,Mr. Yonghui Huang  [China National Space Administration],EP0,['KX-08'],Near Earth,2022-01-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.357,1.3.112.4.1.9,,[],1.3.112.4.2.357,2020-03-11 06:45:28.204651+00:00,1.3.112.4.2.372,2021-05-14 17:58:28.324811+00:00
Assigned,1.3.112.4.7.1379,StriX-a,Mr. Tsutomu Shigeta  [Japan Aerospace Exploration Agency],StriX-a,[],Near Earth,2020,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.16,1.3.112.4.1.14,,[],1.3.112.4.2.16,2020-03-18 06:13:02.538261+00:00,,2021-05-14 17:58:28.341386+00:00
Assigned,1.3.112.4.7.1381,QPS-SAR-2,Mr. Tsutomu Shigeta  [Japan Aerospace Exploration Agency],QPS-SAR-2,[],Near Earth,2020,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.16,1.3.112.4.1.14,,[],1.3.112.4.2.16,2020-04-10 03:18:10.722460+00:00,,2021-05-14 17:58:28.367420+00:00
Assigned,1.3.112.4.7.1382,Argos-4,Mr. Scott Galbraith  [National Aeronautics and Space Administration],Argos-4,[],Near Earth,2021-08-25,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.125,1.3.112.4.1.80,,[],1.3.112.4.2.125,2020-04-22 21:50:24.742746+00:00,1.3.112.4.2.50,2021-05-14 17:58:28.380324+00:00
Assigned,1.3.112.4.7.1383,AAC-AIS-SAT1,Dr. Chris Perry  [United Kingdom Space Agency],AAC-AIS-SAT1,[],Near Earth,2020-12-01,,,,False,CCSDS Standard,[],[],IoT,,1.3.112.4.2.166,1.3.112.4.1.17,,[],1.3.112.4.2.166,2020-04-23 14:47:18.803918+00:00,1.3.112.4.2.372,2021-05-14 17:58:28.394407+00:00
Assigned,1.3.112.4.7.1384,AAC-AIS-SAT2,Dr. Chris Perry  [United Kingdom Space Agency],AAC-AIS-SAT2,[],Near Earth,2020-12-01,,,,False,CCSDS Standard,[],[],IoT,,1.3.112.4.2.166,1.3.112.4.1.17,,[],1.3.112.4.2.166,2020-04-23 14:50:58.927200+00:00,1.3.112.4.2.372,2021-05-14 17:58:28.408131+00:00
Assigned,1.3.112.4.7.1385,AAC-AIS-EMsat,Dr. Chris Perry  [United Kingdom Space Agency],AAC-AIS-EMsat,[],,,,,,True,CCSDS Standard,[],[],IoT,,1.3.112.4.2.166,1.3.112.4.1.17,,[],1.3.112.4.2.166,2020-04-23 14:53:22.348076+00:00,1.3.112.4.2.372,2021-05-14 17:58:28.420804+00:00
Assigned,1.3.112.4.7.1386,AAC-AIS-SIMsat,Dr. Chris Perry  [United Kingdom Space Agency],AAC-AIS-SIMsat,[],,,,,,True,CCSDS Standard,[],[],IoT,,1.3.112.4.2.166,1.3.112.4.1.17,,[],1.3.112.4.2.166,2020-04-23 14:54:28.890516+00:00,1.3.112.4.2.372,2021-05-14 17:58:28.433919+00:00
Assigned,1.3.112.4.7.1387,LICIACube,Mr. Massimo Calabrese  [Agenzia Spaziale Italiana],LCC,['LICIA'],Deep Space,2020-07-31,,,,False,CCSDS Standard,[],[],"6U interplanetary cubesat, flyby of Didymos system",,1.3.112.4.2.26,1.3.112.4.1.5,"Radio ON from Sep 2022 on, expected lifetime 6+ months",[],1.3.112.4.2.26,2020-04-30 19:22:29.790477+00:00,,2021-05-14 17:58:28.448096+00:00
Assigned,1.3.112.4.7.1388,AstroBio CubeSat,Mr. Massimo Calabrese  [Agenzia Spaziale Italiana],ABC,['AstroBio'],Near Earth,2020-12-01,,,,False,Cubesat (OID only),['Other'],['AX25'],3U tumbling cubesat,,1.3.112.4.2.26,1.3.112.4.1.5,Expected lifetime <6 months,[],1.3.112.4.2.26,2020-04-30 19:55:14.722920+00:00,,2021-05-14 17:58:28.461530+00:00
Assigned,1.3.112.4.7.1390,G33,Mr. Scott Galbraith  [National Aeronautics and Space Administration],G33,[],Near Earth,2022-04-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.125,1.3.112.4.1.80,,[],1.3.112.4.2.125,2020-05-13 19:02:55.332922+00:00,1.3.112.4.2.50,2021-05-14 17:58:28.489391+00:00
Assigned,1.3.112.4.7.1391,G34,Mr. Scott Galbraith  [National Aeronautics and Space Administration],G34,[],Near Earth,2022-04-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.125,1.3.112.4.1.80,,[],1.3.112.4.2.125,2020-05-13 19:08:22.070262+00:00,1.3.112.4.2.50,2021-05-14 17:58:28.502765+00:00
Assigned,1.3.112.4.7.1392,AMAZONAS NEXUS,Dr Harald Ernst  [European Space Agency],AMZ-NX,[],Near Earth,2022-10-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.374,1.3.112.4.1.98,,[],1.3.112.4.2.374,2020-05-19 13:20:50.167785+00:00,1.3.112.4.2.39,2021-05-14 17:58:28.514954+00:00
Assigned,1.3.112.4.7.1393,NILESAT301,Dr Harald Ernst  [European Space Agency],N301,[],Near Earth,2022-06-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.374,1.3.112.4.1.98,,[],1.3.112.4.2.374,2020-05-19 13:27:26.243463+00:00,1.3.112.4.2.39,2021-05-14 17:58:28.528376+00:00
Assigned,1.3.112.4.7.1394,Chandrayaan-3 Lander,Mr Umang M Parikh  [Indian Space Research Organization],CH3-LM,[],Near Earth,2021-10-04,,,,False,CCSDS Standard,[],[],This is a Lunar Lander.,,1.3.112.4.2.45,1.3.112.4.1.41,,[],1.3.112.4.2.45,2020-05-27 06:47:09.397100+00:00,,2021-05-14 17:58:28.542405+00:00
Assigned,1.3.112.4.7.1395,Chandrayaan-3 Propulsion Module,Mr Umang M Parikh  [Indian Space Research Organization],CH3-PM,[],Near Earth,2021-10-04,,,,False,CCSDS Standard,[],[],This is propulsion module for CH3-LM. IT will act as Lunar orbiter.,,1.3.112.4.2.45,1.3.112.4.1.41,,[],1.3.112.4.2.45,2020-05-27 06:50:48.876105+00:00,,2021-05-14 17:58:28.555916+00:00
Assigned,1.3.112.4.7.1396,ELO 3,Dr Harald Ernst  [European Space Agency],ELO 3,['ELO3'],Near Earth,2021,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.363,1.3.112.4.1.38,,[],1.3.112.4.2.363,2020-06-04 15:44:22.015248+00:00,1.3.112.4.2.372,2021-05-14 17:58:28.570770+00:00
Assigned,1.3.112.4.7.1397,ELO 4,Dr Harald Ernst  [European Space Agency],ELO 4,['ELO4'],Near Earth,2021,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.363,1.3.112.4.1.38,,[],1.3.112.4.2.363,2020-06-04 15:48:45.023458+00:00,1.3.112.4.2.372,2021-05-14 17:58:28.584222+00:00
Assigned,1.3.112.4.7.1398,Inmarsat Gx 7,Mr. Jean-Marc Soula  [Centre National d'Etudes Spatiales],InmGx7,[],Near Earth,2023-02-01,,,Same SCId on Fwd / Rtn links,False,CCSDS Standard,[],[],,,1.3.112.4.2.11,1.3.112.4.1.8,Geostationary satellite,[],1.3.112.4.2.11,2020-06-05 14:50:49.472689+00:00,,2021-05-14 17:58:28.596786+00:00
Assigned,1.3.112.4.7.1399,Inmarsat Gx 8,Mr. Jean-Marc Soula  [Centre National d'Etudes Spatiales],InmGx8,[],Near Earth,2023-02-01,,,Same SCId on Fwd / Rtn links,False,CCSDS Standard,[],[],,,1.3.112.4.2.11,1.3.112.4.1.8,Geostationary satellite,[],1.3.112.4.2.11,2020-06-05 14:53:29.068406+00:00,,2021-05-14 17:58:28.609285+00:00
Assigned,1.3.112.4.7.1400,Inmarsat Gx 9,Mr. Jean-Marc Soula  [Centre National d'Etudes Spatiales],InmGx9,[],Near Earth,2023-06-01,,,Same SCId on Fwd / Rtn links,False,CCSDS Standard,[],[],,,1.3.112.4.2.11,1.3.112.4.1.8,Geostationary satellite,[],1.3.112.4.2.11,2020-06-05 14:55:55.223974+00:00,,2021-05-14 17:58:28.622169+00:00
Assigned,1.3.112.4.7.1401,Intelsat 40e,Mr. Scott Galbraith  [National Aeronautics and Space Administration],Intelsat-40e,[],Near Earth,2022-01-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.125,1.3.112.4.1.80,,[],1.3.112.4.2.125,2020-06-23 19:08:21.953311+00:00,1.3.112.4.2.50,2021-05-14 17:58:28.635497+00:00
Assigned,1.3.112.4.7.1402,NAOS-01,Mr Geoffroy BEAUDOT  [Ministry of Foreign and European Affairs – Directorate of defense - Luxembourg],NAOS-01,['Luxembourg_Earth_Observation_System'],Near Earth,2022-11-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.373,1.3.112.4.1.291,Luxembourg High Resolution Earth Observation Satellite,[],1.3.112.4.2.373,2020-06-25 14:39:58.027534+00:00,,2021-05-14 17:58:28.650510+00:00
Assigned,1.3.112.4.7.1403,G32,Mrs. Lisa Cacciatore  [National Aeronautics and Space Administration],G32,[],Near Earth,2022-05-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.380,1.3.112.4.1.145,,[],1.3.112.4.2.380,2020-07-14 14:49:55.861014+00:00,1.3.112.4.2.379,2021-05-14 17:58:28.665022+00:00
Assigned,1.3.112.4.7.1404,MMX,Mr. Tsutomu Shigeta  [Japan Aerospace Exploration Agency],MMX,[],Deep Space,2024,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.16,1.3.112.4.1.14,,[],1.3.112.4.2.16,2020-07-16 05:55:27.138045+00:00,,2021-05-14 17:58:28.684926+00:00
Assigned,1.3.112.4.7.1406,SES18,Mrs. Lisa Cacciatore  [National Aeronautics and Space Administration],SES18,[],Near Earth,2022-07-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.380,1.3.112.4.1.145,,[],1.3.112.4.2.380,2020-08-04 16:24:54.883385+00:00,1.3.112.4.2.379,2021-05-14 17:58:28.714463+00:00
Returned,1.3.112.4.7.1407,SES18,Mrs. Lisa Cacciatore  [National Aeronautics and Space Administration],SES180,[],Near Earth,2022-07-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.380,1.3.112.4.1.145,Duplicate,[],1.3.112.4.2.380,2020-08-04 16:27:02.903147+00:00,1.3.112.4.2.3,2021-05-14 17:58:28.729874+00:00
Assigned,1.3.112.4.7.1408,SES19,Mrs. Lisa Cacciatore  [National Aeronautics and Space Administration],SES19,[],Near Earth,2022-07-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.380,1.3.112.4.1.145,,[],1.3.112.4.2.380,2020-08-04 16:28:35.148022+00:00,1.3.112.4.2.379,2021-05-14 17:58:28.746484+00:00
Returned,1.3.112.4.7.1409,SES19,Mrs. Lisa Cacciatore  [National Aeronautics and Space Administration],SES190,[],Near Earth,2022-07-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.380,1.3.112.4.1.145,Duplicate,[],1.3.112.4.2.380,2020-08-04 16:29:42.635121+00:00,1.3.112.4.2.3,2021-05-14 17:58:28.759974+00:00
Assigned,1.3.112.4.7.1410,G31,Mrs. Lisa Cacciatore  [National Aeronautics and Space Administration],G31,[],Near Earth,2022-05-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.380,1.3.112.4.1.145,,[],1.3.112.4.2.380,2020-08-07 15:18:53.308033+00:00,1.3.112.4.2.379,2021-05-14 17:58:28.774168+00:00
Assigned,1.3.112.4.7.1411,G35,Mrs. Lisa Cacciatore  [National Aeronautics and Space Administration],G35,[],Near Earth,2022-07-01,,,,False,CCSDS Standard,[],[],,,1.3.112.4.2.380,1.3.112.4.1.145,,[],1.3.112.4.2.380,2020-08-07 15:20:34.809371+00:00,1.3.112.4.2.379,2021-05-14 17:58:28.788661+00:00
